Dealer Code,Dealer Name,Dealer State,Region,Status,Status Reson,Chassis no,TMInvoiceno,TM Invoice Date,Retail invoice no,Retail invoice Date,Claim ID,G_Claim ID,Scheme ID,Amount,SAP Doc no.,SAP Doc Date,Scheme Type,Scheme Type-Name,Scheme Type Category,LOB
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD08146,728222387,17-04-2024,IAAUAR2425000157,24-04-2024,CVF241210790,0,SCHM06-22624,20000,728355356,26-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB05629,728142727,19-03-2024,IAAUAR2425000171,26-04-2024,CVF241210792,0,SCHM06-22624,20000,728360968,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD17353,728222375,17-04-2024,IAAUAR2425000289,30-04-2024,CVF241210794,0,SCHM06-22624,20000,728355354,26-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD17217,728222374,17-04-2024,IAAUAR2425000236,30-04-2024,CVF241210795,0,SCHM06-22624,20000,728355969,26-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16474,728222391,17-04-2024,IAAUAR2425000290,30-04-2024,CVF241210797,0,SCHM06-22624,20000,728355480,26-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT793016R1B05295,907441553,22-03-2024,IAAUAR2425000148,22-04-2024,CVF241210870,0,SCHM05-20645,15000,729186777,27-06-2024,Exchange,Exchange Discount,Consumer,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566013R1C06645,907441560,22-03-2024,IAAUAR2425000204,29-04-2024,CVF241210871,0,SCHM05-20644,15000,729186785,27-06-2024,Exchange,Exchange Discount,Consumer,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT793016R1C06948,907444334,30-03-2024,IAAUAR2425000201,29-04-2024,CVF241210873,0,SCHM05-20645,15000,729186786,27-06-2024,Exchange,Exchange Discount,Consumer,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555021R8C03704,759034980,31-03-2024,IAAUAR2425000192,29-04-2024,CVF241210874,0,SCHM04-19159,6000,757547247,27-06-2024,Exchange,Exchange Discount,Consumer,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555021R8C04382,759034984,31-03-2024,IAAUAR2425000193,29-04-2024,CVF241210875,0,SCHM04-19159,6000,757547245,27-06-2024,Exchange,Exchange Discount,Consumer,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535351RYA02372,728070227,12-02-2024,IAAUAR2425000001,03-04-2024,CVF241210876,0,SCHM05-21649,20000,Flat,12-02-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535330RYC09662,728142718,19-03-2024,IAAUAR2425000056,12-04-2024,CVF241210877,0,SCHM05-21649,20000,728361175,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535330RYD13110,728204232,09-04-2024,IAAUAR2425000066,13-04-2024,CVF241210878,0,SCHM05-21649,20000,728361209,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535330RYD12677,728204490,10-04-2024,IAAUAR2425000072,15-04-2024,CVF241210879,0,SCHM05-21649,20000,728361288,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535330RYD13857,728207835,15-04-2024,IAAUAR2425000122,18-04-2024,CVF241210881,0,SCHM05-21649,20000,Flat,15-04-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535330RYD13830,728207836,15-04-2024,IAAUAR2425000197,29-04-2024,CVF241210883,0,SCHM05-21649,20000,728361215,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535351RYB06515,728166902,28-03-2024,IAAUAR2425000224,30-04-2024,CVF241210884,0,SCHM05-21649,20000,728361279,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535324PYP60119,728091251,23-02-2024,IAAUAR2425000091,15-04-2024,CVF241210885,0,SCHM05-21650,20000,728361159,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535324PYP57860,728002913,08-01-2024,IAAUAR2425000068,15-04-2024,CVF241210886,0,SCHM05-21650,20000,728361253,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535355RYC11302,728164018,27-03-2024,IAAUAR2425000138,19-04-2024,CVF241210887,0,SCHM05-21650,20000,Flat,27-03-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535355RYB07068,728126946,15-03-2024,IAAUAR2425000209,30-04-2024,CVF241210888,0,SCHM05-21650,20000,728361258,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT535098RYC09824,728142722,19-03-2024,IAAUAR2425000133,19-04-2024,CVF241210889,0,SCHM05-21650,20000,728361260,27-06-2024,Exchange,Exchange Discount,Consumer,Pickups
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVA00983,728111816,29-02-2024,IAAUAR2425000020,08-04-2024,CVF241211008,0,SCHM05-21643,10000,728361255,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB09432,728159723,23-03-2024,IAAUAR2425000051,11-04-2024,CVF241211009,0,SCHM05-21643,10000,728361272,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB09534,728159722,23-03-2024,IAAUAR2425000107,16-04-2024,CVF241211010,0,SCHM05-21643,10000,728361271,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB09489,728159727,23-03-2024,IAAUAR2425000128,18-04-2024,CVF241211011,0,SCHM05-21643,10000,728361273,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB09455,728159724,23-03-2024,IAAUAR2425000131,18-04-2024,CVF241211012,0,SCHM05-21643,10000,Flat,23-03-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB05489,728142730,19-03-2024,IAAUAR2425000149,23-04-2024,CVF241211013,0,SCHM05-21643,10000,728361177,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD08146,728222387,17-04-2024,IAAUAR2425000157,24-04-2024,CVF241211014,0,SCHM05-21643,10000,728361299,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB05629,728142727,19-03-2024,IAAUAR2425000171,26-04-2024,CVF241211015,0,SCHM05-21643,10000,728361261,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038PVN66732,723479516,30-12-2023,IAAUAR2425000172,26-04-2024,CVF241211016,0,SCHM05-21643,10000,Flat,30-12-2023,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD17217,728222374,17-04-2024,IAAUAR2425000236,30-04-2024,CVF241211019,0,SCHM05-21643,10000,728361298,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16474,728222391,17-04-2024,IAAUAR2425000290,30-04-2024,CVF241211020,0,SCHM05-21643,10000,728361300,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556012PVP71779,728052741,31-01-2024,IAAUAR2425000016,05-04-2024,CVF241211021,0,SCHM05-21645,10000,Flat,31-01-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556012PVP71095,728052740,31-01-2024,IAAUAR2425000036,10-04-2024,CVF241211022,0,SCHM05-21645,10000,Flat,31-01-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556012PVP71165,728052738,31-01-2024,IAAUAR2425000205,30-04-2024,CVF241211024,0,SCHM05-21645,10000,Flat,31-01-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556012PVP72102,728052747,31-01-2024,IAAUAR2425000282,30-04-2024,CVF241211025,0,SCHM05-21645,10000,Flat,31-01-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVC12117,728126122,15-03-2024,IAAUAR2425000005,03-04-2024,CVF241211027,0,SCHM05-21646,10000,728361167,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVC13187,728163471,26-03-2024,IAAUAR2425000050,11-04-2024,CVF241211028,0,SCHM05-21646,10000,728361189,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15815,728204236,09-04-2024,IAAUAR2425000052,11-04-2024,CVF241211029,0,SCHM05-21646,10000,728361285,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVC12055,728126121,15-03-2024,IAAUAR2425000058,12-04-2024,CVF241211030,0,SCHM05-21646,10000,728361165,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15836,728204237,09-04-2024,IAAUAR2425000063,13-04-2024,CVF241211031,0,SCHM05-21646,10000,728361210,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15992,728204492,10-04-2024,IAAUAR2425000069,15-04-2024,CVF241211032,0,SCHM05-21646,10000,728361289,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVC12024,728126123,15-03-2024,IAAUAR2425000075,15-04-2024,CVF241211033,0,SCHM05-21646,10000,728361256,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD16162,728204493,10-04-2024,IAAUAR2425000074,15-04-2024,CVF241211034,0,SCHM05-21646,10000,728361290,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15847,728204240,09-04-2024,IAAUAR2425000117,17-04-2024,CVF241211035,0,SCHM05-21646,10000,728361287,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD17513,728207846,15-04-2024,IAAUAR2425000147,22-04-2024,CVF241211036,0,SCHM05-21646,10000,728361293,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD17503,728207844,15-04-2024,IAAUAR2425000153,23-04-2024,CVF241211037,0,SCHM05-21646,10000,728361217,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD17277,728207838,15-04-2024,IAAUAR2425000152,23-04-2024,CVF241211039,0,SCHM05-21646,10000,728361291,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD16043,728204494,10-04-2024,IAAUAR2425000165,25-04-2024,CVF241211040,0,SCHM05-21646,10000,728361212,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD17285,728207837,15-04-2024,IAAUAR2425000173,27-04-2024,CVF241211041,0,SCHM05-21646,10000,728361216,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15803,728204239,09-04-2024,IAAUAR2425000250,30-04-2024,CVF241211044,0,SCHM05-21646,10000,728361286,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD19432,728242818,26-04-2024,IAAUAR2425000207,30-04-2024,CVF241211045,0,SCHM05-21646,10000,728361228,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD17116,728207842,15-04-2024,IAAUAR2425000217,30-04-2024,CVF241211046,0,SCHM05-21646,10000,728361292,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD19653,728242819,26-04-2024,IAAUAR2425000211,30-04-2024,CVF241211048,0,SCHM05-21646,10000,728361229,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVD15758,728204238,09-04-2024,IAAUAR2425000245,30-04-2024,CVF241211049,0,SCHM05-21646,10000,728361211,27-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559025PZN30321,723426887,30-11-2023,IAAUAR2425000070,15-04-2024,CVF241211050,0,SCHM05-21644,10000,Flat,30-11-2023,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559025PZN31674,723460994,23-12-2023,IAAUAR2425000196,29-04-2024,CVF241211051,0,SCHM05-21644,10000,Flat,23-12-2023,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559034RVB06209,728070219,12-02-2024,IAAUAR2425000124,18-04-2024,CVF241211053,0,SCHM05-21639,10000,Flat,12-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005RVD18625,728228668,22-04-2024,IAAUAR2425000327,11-05-2024,CVF241212174,0,SCHM05-21613,20000,728372663,29-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005RVD18643,728228669,22-04-2024,IAAUAR2425000326,11-05-2024,CVF241212179,0,SCHM05-21613,20000,728372664,29-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005RVE23241,728272816,13-05-2024,IAAUAR2425000492,31-05-2024,CVF241212290,0,SCHM05-21613,20000,728372690,29-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005RVE23178,728272814,13-05-2024,IAAUAR2425000493,31-05-2024,CVF241212319,0,SCHM05-21613,20000,728372688,29-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005RVE23151,728272815,13-05-2024,IAAUAR2425000494,31-05-2024,CVF241212334,0,SCHM05-21613,20000,728372689,29-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559025PZN31727,723460993,23-12-2023,IAAUAR2425000346,15-05-2024,CVF241212553,0,SCHM05-21859,25000,728360944,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559034RVB06206,728070217,12-02-2024,IAAUAR2425000362,18-05-2024,CVF241213175,0,SCHM05-21862,35000,728360949,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559034RVD18563,728238799,25-04-2024,IAAUAR2425000315,09-05-2024,CVF241216770,0,SCHM05-21862,35000,728361084,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559034RZD09154,728238793,25-04-2024,IAAUAR2425000403,25-05-2024,CVF241217278,0,SCHM05-21862,35000,728372899,29-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559034RZD09220,728238796,25-04-2024,IAAUAR2425000439,30-05-2024,CVF241217300,0,SCHM05-21862,35000,728361007,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB05538,728142723,19-03-2024,IAAUAR2425000355,16-05-2024,CVF241217564,0,SCHM05-21861,25000,728360966,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038PYP59435,728088631,22-02-2024,IAAUAR2425000522,31-05-2024,CVF241217569,0,SCHM05-21861,25000,728361530,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVB05538,728142723,19-03-2024,IAAUAR2425000355,16-05-2024,CVF241217573,0,SCHM05-21750,10000,728366181,28-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16686,728222371,17-04-2024,IAAUAR2425000418,29-05-2024,CVF241217605,0,SCHM05-21861,25000,728361550,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16300,728222394,17-04-2024,IAAUAR2425000497,31-05-2024,CVF241217609,0,SCHM05-21861,25000,728361077,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16437,728222389,17-04-2024,IAAUAR2425000407,27-05-2024,CVF241217618,0,SCHM05-21861,25000,728372894,29-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD16437,728222389,17-04-2024,IAAUAR2425000407,27-05-2024,CVF241217638,0,SCHM05-21750,10000,728375494,30-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RVD18744,728238832,25-04-2024,IAAUAR2425000335,14-05-2024,CVF241217678,0,SCHM05-21861,25000,728361560,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYB04349,728142726,19-03-2024,IAAUAR2425000369,20-05-2024,CVF241217762,0,SCHM05-21861,25000,728361536,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYB04349,728142726,19-03-2024,IAAUAR2425000369,20-05-2024,CVF241217781,0,SCHM05-21750,10000,728366125,28-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD12451,728222385,17-04-2024,IAAUAR2425000510,31-05-2024,CVF241217799,0,SCHM05-21628,10000,Flat,17-04-2024,Captive Scheme,Captive Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD13139,728222396,17-04-2024,IAAUAR2425000384,22-05-2024,CVF241217826,0,SCHM05-21861,25000,728373008,29-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD12451,728222385,17-04-2024,IAAUAR2425000510,31-05-2024,CVF241217831,0,SCHM05-21861,25000,728361551,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17030,728254400,30-04-2024,IAAUAR2425000412,28-05-2024,CVF241217838,0,SCHM05-21861,25000,728372919,29-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17030,728254400,30-04-2024,IAAUAR2425000412,28-05-2024,CVF241217843,0,SCHM05-21750,10000,728375450,30-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17052,728254397,30-04-2024,IAAUAR2425000332,13-05-2024,CVF241217845,0,SCHM05-21861,25000,728361568,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17031,728254401,30-04-2024,IAAUAR2425000356,16-05-2024,CVF241217855,0,SCHM05-21628,10000,Flat,30-04-2024,Captive Scheme,Captive Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17032,728254402,30-04-2024,IAAUAR2425000349,15-05-2024,CVF241217857,0,SCHM05-21861,25000,728361570,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17031,728254401,30-04-2024,IAAUAR2425000356,16-05-2024,CVF241217859,0,SCHM05-21861,25000,728361569,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD13139,728222396,17-04-2024,IAAUAR2425000384,22-05-2024,CVF241217860,0,SCHM05-21750,10000,728375247,30-06-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17046,728254399,30-04-2024,IAAUAR2425000397,23-05-2024,CVF241217870,0,SCHM05-21750,10000,Flat,30-04-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RYD17046,728254399,30-04-2024,IAAUAR2425000397,23-05-2024,CVF241217887,0,SCHM05-21861,25000,728373040,29-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD08354,728222373,17-04-2024,IAAUAR2425000507,31-05-2024,CVF241217943,0,SCHM05-21628,10000,Flat,17-04-2024,Captive Scheme,Captive Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD08354,728222373,17-04-2024,IAAUAR2425000507,31-05-2024,CVF241217958,0,SCHM05-21861,25000,728361076,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD09356,728238833,25-04-2024,IAAUAR2425000508,31-05-2024,CVF241217995,0,SCHM05-21628,10000,728361227,27-06-2024,Captive Scheme,Captive Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD09356,728238833,25-04-2024,IAAUAR2425000508,31-05-2024,CVF241217998,0,SCHM05-21861,25000,728361561,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT559038RZD08149,728222369,17-04-2024,IAAUAR2425000359,17-05-2024,CVF241218003,0,SCHM05-21861,25000,728361549,27-06-2024,Upfront,Upfront Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,Payout as per Achievement,MAT812057P5K11529,725528689,09-11-2023,Not available,09-11-2023,Not available,0,Not available,10000,725617760,10-06-2024,N 725528689 ADD OFTK LOB NOV-23,Additional LOB offtake Target Discount,SUO moto,M & HCV  Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,Payout as per Achievement,MAT563049P5J10073,725528693,09-11-2023,Not available,09-11-2023,Not available,0,Not available,10000,725617762,10-06-2024,N 725528693 ADD OFTK LOB NOV-23,Additional LOB offtake Target Discount,SUO moto,M & HCV  Cargo
